carat,table,x,y,z,cut_Ideal,cut_Premium,color_E,color_I,clarity_SI2,clarity_VVS1,price
0.31,59.0,4.42,4.38,2.61,False,True,False,True,False,False,521.0
0.33,59.0,4.4,4.44,3.53,False,False,False,False,False,False,521.0
0.33,59.0,4.39,4.42,2.72,False,True,False,False,False,False,521.0
0.33,57.0,4.41,4.46,2.73,True,False,False,True,False,False,2401.0
0.33,57.0,4.46,4.5,2.72,True,False,False,False,False,False,521.0
0.33,59.0,4.44,4.47,2.72,False,True,False,True,False,False,521.0
0.33,57.0,4.37,4.4,2.77,False,False,False,True,False,False,2401.0
0.33,58.0,4.39,4.42,2.75,False,True,False,False,False,False,521.0
0.33,59.0,4.38,4.44,2.77,False,False,False,False,False,False,521.0
0.33,57.0,4.45,4.48,2.71,True,False,False,False,False,False,521.0
0.3,54.0,4.26,4.32,2.73,False,False,False,False,False,False,521.0
0.33,60.0,4.5,4.54,2.69,False,True,False,True,False,False,521.0
0.33,55.0,4.45,4.47,2.73,True,False,False,False,False,False,521.0
0.33,58.0,4.4,4.43,2.77,False,True,False,True,False,False,521.0
0.33,56.0,4.38,5.71,2.77,False,False,False,True,False,False,521.0
0.33,60.0,4.42,4.45,2.73,False,True,False,True,False,False,521.0
0.33,60.0,4.44,4.47,3.53,False,True,False,False,False,False,521.0
0.33,58.0,4.38,4.41,2.74,False,True,False,False,False,False,521.0
0.33,58.0,4.44,4.49,2.74,False,False,False,False,False,False,521.0
0.33,57.0,4.42,4.46,2.76,False,False,False,False,False,False,521.0
0.24,62.0,4.04,4.06,2.41,False,False,False,False,False,False,521.0
0.24,61.0,4.03,4.06,2.44,False,False,True,False,False,True,2401.0
0.72,61.0,5.87,5.82,3.53,False,True,False,False,False,False,1579.0
0.5,56.0,5.05,5.08,3.23,False,False,False,False,False,False,1580.0
0.5,59.0,5.03,5.07,3.19,False,False,False,False,False,False,1580.0
0.56,57.0,5.25,5.28,3.29,False,False,False,False,False,False,1580.0
0.56,56.0,5.23,5.28,3.3,False,False,False,False,False,False,1580.0
0.55,55.0,5.28,5.3,3.24,True,False,False,False,False,False,1580.0
0.56,57.0,5.32,5.34,3.25,True,False,False,False,False,False,1580.0
0.56,57.0,5.23,5.27,3.29,True,False,True,False,False,False,1580.0
0.56,56.0,5.3,5.33,3.28,True,False,True,False,False,False,1580.0
0.56,56.0,5.3,5.34,3.28,True,False,False,False,False,False,1580.0
0.56,55.0,5.28,5.32,3.28,True,False,False,False,False,False,1580.0
0.56,56.0,5.29,5.33,3.25,True,False,False,False,False,False,1580.0
0.56,57.0,5.29,5.33,3.29,True,False,False,True,False,True,1580.0
0.56,56.0,5.29,5.31,3.29,True,False,False,False,False,False,2401.0
0.56,58.0,5.34,5.36,3.26,False,False,False,False,False,False,1580.0
0.55,55.0,5.24,5.26,3.29,True,False,False,False,False,False,1580.0
0.55,56.0,5.24,5.28,3.24,False,False,False,False,False,False,1580.0
0.56,56.0,5.28,5.3,3.28,True,False,False,False,False,False,1580.0
0.56,56.0,5.24,5.28,3.28,False,False,False,True,False,True,1580.0
0.56,56.0,5.26,5.3,3.29,True,False,True,False,False,False,1580.0
0.7,58.0,5.64,5.72,3.55,False,False,False,True,True,False,1580.0
0.55,58.0,5.22,5.26,3.26,False,True,False,False,False,False,1580.0
0.56,56.0,5.32,5.35,3.25,True,False,True,False,False,False,1580.0
0.55,59.0,5.22,5.25,3.28,False,True,False,False,False,False,1580.0
0.56,57.0,5.33,5.36,3.24,True,False,False,False,False,False,2401.0
0.56,56.0,5.26,5.29,3.27,True,False,False,True,False,True,1580.0
0.58,53.0,5.38,5.4,3.36,True,False,False,True,False,True,1580.0
0.54,54.0,5.22,5.27,3.25,True,False,False,False,False,False,1580.0
0.51,55.0,5.13,5.18,3.17,True,False,False,False,False,False,1580.0
0.51,57.0,5.14,5.17,3.15,True,False,False,False,False,False,1580.0
0.58,58.0,5.3,5.38,3.32,True,False,True,False,False,False,1580.0
0.43,56.0,4.89,4.86,3.0,True,False,False,False,False,False,1580.0
0.43,56.0,4.87,4.84,3.01,True,False,False,False,False,False,1580.0
0.43,57.0,4.89,4.86,2.97,True,False,False,False,False,False,1580.0
0.4,58.0,4.77,4.73,2.91,False,True,True,False,False,False,1580.0
0.6,55.0,5.49,5.44,3.36,True,False,False,False,False,False,1580.0
0.7,56.0,5.27,5.29,3.19,False,False,False,False,False,False,1581.0
0.52,58.0,5.19,5.16,3.2,False,False,False,False,False,False,1581.0
0.52,57.0,5.16,5.19,3.2,True,False,False,False,False,False,1581.0
0.5,59.0,5.11,5.13,3.11,False,True,True,False,False,False,1581.0
0.5,60.0,5.09,5.13,3.09,False,True,True,False,False,False,2401.0
0.5,56.0,5.07,5.11,3.15,True,False,False,False,False,False,1581.0
0.67,55.6,5.54,5.57,3.57,False,False,False,False,False,False,1581.0
0.52,57.0,5.14,5.17,3.22,True,False,False,False,False,False,1582.0
0.41,58.0,4.78,4.74,2.93,False,True,False,False,False,True,1582.0
0.41,55.0,4.78,4.75,2.97,True,False,False,False,False,True,1582.0
0.41,57.0,4.78,4.75,2.97,False,True,False,False,False,True,1582.0
0.41,56.0,4.8,4.78,2.98,True,False,False,False,False,True,1582.0
0.41,57.0,4.82,4.79,2.91,True,False,False,False,False,True,1582.0
0.41,57.0,4.77,4.73,2.96,True,False,False,False,False,True,1582.0
0.54,59.0,5.25,5.29,3.22,False,False,False,False,False,False,1583.0
0.7,60.0,5.28,5.32,3.08,False,False,True,False,False,False,1583.0
0.5,59.0,5.13,5.07,3.11,False,True,True,False,False,False,1583.0
0.51,57.0,5.17,5.2,3.14,True,False,False,False,False,False,1583.0
0.4,57.0,4.81,4.84,2.94,True,False,False,False,False,False,1583.0
0.7,60.0,5.13,5.08,3.19,False,True,False,False,False,False,1583.0
0.5,58.0,5.08,5.05,3.21,False,False,False,False,False,False,1583.0
0.5,58.0,5.07,5.02,3.18,False,True,True,False,False,False,1583.0
0.5,59.0,5.7,5.11,3.12,False,True,False,False,False,False,1583.0
0.5,56.0,5.06,5.11,3.2,False,False,True,False,False,False,1584.0
0.43,58.0,4.89,4.94,2.93,False,True,False,False,False,True,1584.0
0.43,56.0,4.81,4.82,3.0,True,False,False,False,False,True,1584.0
0.66,57.0,5.61,5.55,3.48,True,False,True,False,True,False,1584.0
0.55,56.0,5.28,5.31,3.25,True,False,False,False,False,False,1584.0
0.55,56.0,5.3,5.33,3.23,True,False,False,False,False,False,1584.0
0.53,55.0,5.21,5.24,3.21,True,False,False,False,False,False,1585.0
0.56,57.0,5.29,5.25,3.28,True,False,False,False,False,False,1585.0
0.51,56.0,5.17,5.2,3.16,True,False,False,False,False,False,1585.0
0.51,56.0,5.16,5.19,3.15,True,False,True,False,False,False,1585.0
0.53,55.0,5.2,5.24,3.23,True,False,False,False,False,False,1585.0
0.56,58.0,5.4,5.35,3.23,False,True,False,False,False,False,1585.0
0.46,57.0,4.89,4.98,3.09,True,False,True,False,False,True,1586.0
0.52,56.0,5.16,5.2,3.17,True,False,False,False,False,False,1586.0
0.52,55.0,5.15,5.19,3.2,True,False,False,False,False,False,1586.0
0.54,55.0,5.22,5.27,3.27,True,False,False,True,False,False,1586.0
0.52,55.0,5.19,5.23,3.18,True,False,False,False,False,False,1586.0
0.58,55.0,5.4,5.31,3.33,False,True,False,False,False,False,1586.0
0.55,65.0,5.33,5.38,3.13,False,False,True,False,False,False,1587.0
0.53,57.0,5.19,5.71,3.19,True,False,False,False,False,False,1587.0
0.49,57.0,5.02,5.05,3.14,False,False,False,False,False,False,1588.0
0.51,56.0,5.17,5.19,3.16,False,False,False,False,False,False,1588.0
0.52,57.0,5.13,5.17,3.22,True,False,False,False,False,False,1588.0
0.75,56.0,5.76,5.72,3.61,False,True,False,False,True,False,1588.0
0.55,54.0,5.27,5.28,3.28,True,False,False,False,False,False,1588.0
0.55,55.0,5.25,5.28,3.26,True,False,False,False,False,False,1588.0
0.5,60.0,5.06,5.03,3.18,False,True,False,False,False,False,1588.0
0.61,57.0,5.45,5.41,3.36,True,False,False,False,True,False,1588.0
0.61,58.0,5.45,5.43,3.33,False,True,False,False,False,False,1588.0
0.72,61.0,5.83,5.75,3.51,False,True,False,False,True,False,1588.0
0.55,62.0,5.38,5.46,3.15,False,False,True,False,False,False,1589.0
0.5,56.0,5.02,5.04,3.22,False,False,False,False,False,False,1589.0
0.64,54.0,5.55,5.6,3.39,True,False,False,True,False,False,1589.0
0.61,57.5,5.38,5.4,3.41,False,False,False,False,False,False,1590.0
0.56,58.0,5.23,5.28,3.33,True,False,False,False,False,False,2401.0
0.48,56.0,4.98,5.02,3.12,True,False,False,False,False,False,1590.0
0.54,57.0,5.23,5.26,3.24,True,False,True,False,False,False,1590.0
0.51,57.0,5.04,5.08,3.21,False,False,False,False,False,False,1590.0
0.51,60.0,5.08,5.1,3.18,False,True,True,False,False,False,1590.0
0.51,53.0,5.18,5.2,3.2,True,False,True,False,False,False,1590.0
0.51,59.0,5.05,5.08,3.19,False,False,True,False,False,False,1590.0
0.59,61.0,5.33,5.27,3.32,False,True,False,False,True,False,1590.0
0.57,55.0,5.36,5.31,3.32,False,True,True,False,False,False,1590.0
0.59,60.0,5.45,5.42,3.27,False,True,False,False,False,False,1590.0
0.52,56.0,5.21,5.24,3.19,False,False,False,False,False,False,1591.0
0.61,53.0,5.47,5.49,3.4,True,False,False,False,False,False,1591.0
0.61,54.0,5.43,5.45,3.4,True,False,False,False,False,False,1591.0
0.51,55.0,5.11,5.15,3.18,True,False,False,False,False,False,1591.0
0.51,55.0,5.17,5.21,3.17,True,False,False,False,False,False,1591.0
0.52,56.0,5.16,5.18,3.19,True,False,False,False,False,False,1591.0
0.55,56.0,5.29,5.35,3.24,True,False,False,False,False,False,1591.0
0.5,57.0,5.01,5.03,3.15,True,False,True,False,False,False,1591.0
0.56,53.0,5.31,5.71,3.3,True,False,False,False,False,False,1591.0
0.51,58.0,5.2,5.16,3.16,False,True,False,False,False,False,1591.0
0.53,56.0,5.17,5.11,3.53,False,False,False,False,False,False,1591.0
0.53,57.0,5.1,5.14,3.21,False,False,False,False,False,False,1592.0
0.5,58.0,5.03,5.71,3.1,False,False,False,False,False,False,1592.0
0.5,55.0,5.06,5.09,3.19,False,False,False,False,False,False,1592.0
0.57,59.0,5.39,5.41,3.23,False,False,False,False,False,False,1592.0
0.55,56.0,5.19,5.22,3.28,False,False,False,False,False,False,1593.0
0.54,59.8,5.3,5.34,3.53,False,False,False,False,False,False,1593.0
0.55,56.0,5.24,5.29,3.25,True,False,False,True,False,True,1593.0
0.55,59.0,5.27,5.3,3.24,False,True,False,True,False,True,1593.0
0.55,57.0,5.17,5.23,3.26,True,False,False,True,False,True,1593.0
0.52,55.0,5.18,5.22,3.2,True,False,False,False,False,False,1593.0
0.52,57.0,5.21,5.23,3.15,True,False,False,False,False,False,1593.0
0.5,57.0,5.08,5.05,3.18,False,True,False,False,False,False,1593.0
0.51,55.0,5.22,5.16,3.17,True,False,False,False,False,False,1593.0
0.5,58.0,5.18,5.17,3.1,False,True,True,False,False,False,1593.0
0.51,58.0,5.14,5.11,3.15,False,True,True,False,False,False,1593.0
0.52,63.0,5.27,5.34,3.11,False,False,False,False,False,False,1594.0
0.54,56.0,5.31,5.26,3.25,True,False,True,False,False,False,1594.0
0.59,58.0,5.39,5.45,3.33,False,False,False,False,False,False,1595.0
0.54,55.0,5.19,5.23,3.26,True,False,False,False,False,False,1595.0
0.54,60.0,5.18,5.22,3.24,False,True,False,False,False,False,1595.0
0.52,57.0,5.19,5.21,3.16,True,False,False,False,False,False,1595.0
0.51,56.0,5.11,5.14,3.18,True,False,False,False,False,False,1595.0
0.51,55.7,5.15,5.18,3.16,True,False,False,False,False,False,1595.0
0.56,60.0,5.38,5.33,3.22,False,True,False,False,False,False,1595.0
0.62,59.0,5.51,5.48,3.39,False,True,False,False,False,False,1595.0
0.55,55.0,5.24,5.28,3.26,True,False,True,False,False,False,1596.0
0.55,57.0,5.28,5.3,3.19,True,False,True,False,False,False,1596.0
0.5,57.0,5.02,5.06,3.19,False,False,False,False,False,True,1596.0
0.55,57.0,5.3,5.34,3.18,True,False,True,False,False,False,1596.0
0.6,57.0,5.27,5.32,3.4,False,False,False,False,False,False,1597.0
0.51,58.0,5.14,5.18,3.14,True,False,False,False,False,False,1597.0
0.51,55.0,5.15,5.19,3.2,True,False,False,False,False,False,1597.0
0.51,56.0,5.07,5.1,3.2,False,False,False,False,False,False,1597.0
0.58,54.0,5.36,5.39,3.33,True,False,False,False,False,False,1597.0
0.7,60.0,5.78,5.68,3.53,False,True,False,False,True,False,1597.0
0.5,57.0,5.11,5.13,3.15,False,False,False,False,False,False,1598.0
0.5,56.0,5.1,5.13,3.12,False,False,False,False,False,False,1598.0
0.55,56.4,5.26,5.3,3.25,True,False,False,False,False,False,1598.0
0.53,57.0,5.7,5.26,3.53,True,False,False,False,False,False,1598.0
0.52,56.0,5.14,5.2,3.21,True,False,False,False,False,False,1598.0
0.55,62.0,5.2,5.24,3.26,False,False,False,False,False,False,1599.0
0.51,55.0,5.05,5.09,3.53,False,False,False,False,False,False,1599.0
0.51,58.0,5.05,5.09,3.18,False,False,False,False,False,False,1599.0
0.51,54.0,5.7,5.18,3.17,True,False,False,False,False,False,1599.0
0.51,55.0,5.13,5.16,3.2,True,False,False,False,False,False,1599.0
0.51,54.0,5.16,5.19,3.19,True,False,False,False,False,False,1599.0
0.6,61.0,5.68,5.57,3.21,False,False,False,False,False,False,1599.0
0.6,57.0,5.39,5.33,3.39,False,False,False,False,False,False,1599.0
0.9,62.0,6.32,6.26,3.7,False,True,False,False,False,False,1599.0
0.54,59.0,5.26,5.2,3.22,False,False,False,False,False,False,1600.0
0.52,56.0,5.12,5.17,3.21,True,False,False,False,False,False,1600.0
0.52,57.0,5.7,5.19,3.19,True,False,False,False,False,False,1600.0
0.52,54.0,5.14,5.17,3.22,True,False,False,False,False,False,1600.0
0.52,56.0,5.14,5.17,3.23,True,False,False,False,False,False,1600.0
0.52,56.0,5.19,5.24,3.13,True,False,False,False,False,False,1600.0
0.52,57.0,5.13,5.16,3.2,True,False,False,False,False,False,1600.0
0.52,59.0,5.14,5.18,3.13,False,False,False,False,False,False,1600.0
0.52,57.0,5.14,5.18,3.22,True,False,False,False,False,False,1600.0
0.54,56.0,5.22,5.26,3.23,False,False,True,False,False,False,1600.0
0.52,58.0,5.16,5.19,3.18,False,True,False,False,False,False,1600.0
0.52,55.0,5.19,5.22,3.2,True,False,False,False,False,False,1600.0
0.52,59.0,5.12,5.15,3.19,False,True,False,False,False,False,1600.0
0.52,57.0,5.17,5.21,3.16,True,False,False,False,False,False,1600.0
0.54,59.0,5.19,5.22,3.26,False,True,False,False,False,False,2401.0
0.52,58.0,5.12,5.17,3.2,False,True,False,False,False,False,1600.0
0.58,58.0,5.3,5.34,3.32,True,False,False,False,False,False,1600.0
0.7,58.0,5.08,5.11,3.16,False,False,False,False,False,False,1601.0
0.51,60.0,5.18,5.22,3.15,False,False,False,False,False,False,1601.0
0.53,56.0,5.1,5.15,3.24,False,False,False,False,False,False,1601.0
0.52,59.0,5.23,5.27,3.11,False,False,True,False,False,False,1601.0
0.52,54.0,5.08,5.11,3.23,False,False,True,False,False,False,1601.0
0.5,56.2,5.12,5.14,3.15,True,False,True,False,False,False,1601.0
0.5,54.1,5.07,5.12,3.17,True,False,False,False,False,False,1601.0
0.6,57.0,5.52,5.46,3.37,True,False,True,False,False,False,1601.0
0.53,56.0,5.23,5.26,3.21,True,False,False,False,False,False,1601.0
0.5,58.0,5.07,5.12,3.13,True,False,False,False,False,False,1601.0
0.54,63.0,5.25,5.3,3.16,True,False,True,False,False,False,1601.0
0.5,58.0,5.03,5.05,3.19,False,False,False,False,False,False,1602.0
0.51,61.0,5.34,5.29,2.99,False,False,False,False,False,False,1602.0
0.51,59.0,5.15,5.11,3.18,False,True,False,False,False,False,1602.0
0.5,59.0,5.06,5.08,3.14,False,False,False,False,False,False,1603.0
0.5,57.0,5.1,5.13,3.18,True,False,True,False,False,False,1603.0
0.7,59.0,5.7,5.76,3.49,False,False,False,True,True,False,1603.0
0.5,55.0,5.09,5.12,3.18,True,False,True,False,False,False,1603.0
0.5,55.0,4.98,5.03,3.2,False,False,True,False,False,False,1604.0
0.51,60.0,5.07,5.13,3.13,False,False,False,False,False,False,1604.0
0.55,56.8,5.28,5.31,3.24,True,False,False,False,False,False,1604.0
0.53,54.0,5.23,5.2,3.22,True,False,False,False,False,False,1604.0
0.56,60.0,5.28,5.25,3.21,False,True,False,False,False,False,1605.0
0.56,58.0,5.22,5.32,3.31,False,False,False,False,False,False,1605.0
0.5,58.0,5.14,5.17,3.14,False,False,True,False,False,False,1605.0
0.57,57.0,5.34,5.37,3.3,False,False,False,False,False,False,1605.0
0.56,57.0,5.31,5.34,3.24,True,False,False,True,False,True,1605.0
0.54,56.0,5.21,5.24,3.23,True,False,False,False,False,False,1605.0
0.54,56.0,5.25,5.26,3.22,True,False,False,False,False,False,1605.0
0.51,58.0,5.12,5.15,3.16,True,False,True,False,False,False,1605.0
0.55,57.0,5.23,5.27,3.25,True,False,False,False,False,False,1605.0
0.55,56.0,5.26,5.31,3.24,True,False,False,False,False,False,1605.0
0.55,55.0,5.25,5.28,3.25,True,False,False,False,False,False,1605.0
0.58,59.0,5.4,5.46,3.17,False,False,False,False,False,False,1605.0
0.52,58.0,5.17,5.13,3.22,False,True,False,False,False,False,1605.0
0.52,62.0,5.19,5.16,3.18,False,True,False,False,False,False,1605.0
0.52,56.0,5.12,5.07,3.53,False,False,False,False,False,False,1605.0
0.52,56.0,5.16,5.1,3.23,True,False,False,False,False,False,1605.0
0.52,59.0,5.15,5.11,3.17,False,True,False,False,False,False,1605.0
0.52,56.0,5.18,5.15,3.19,True,False,False,False,False,False,1605.0
0.52,58.0,5.2,5.16,3.25,False,True,False,False,False,False,1605.0
0.52,61.0,5.15,5.13,3.13,False,True,False,False,False,False,1605.0
0.52,58.0,5.12,5.08,3.26,False,False,False,False,False,False,1605.0
0.52,55.0,5.12,5.09,3.25,False,False,False,False,False,False,1605.0
0.52,56.0,5.16,5.11,3.23,True,False,False,False,False,False,1605.0
0.52,57.0,5.14,5.12,3.23,True,False,False,False,False,False,1605.0
0.52,58.0,5.15,5.12,3.25,False,False,False,False,False,False,1605.0
0.52,63.0,5.26,5.16,3.22,False,False,False,False,False,False,1605.0
0.52,58.0,5.17,5.12,3.17,False,True,True,False,False,False,1605.0
0.57,58.0,5.34,5.3,3.31,False,True,False,False,False,False,1606.0
0.57,59.0,5.37,5.36,3.25,False,True,False,False,False,False,1606.0
0.5,57.0,5.1,5.07,3.22,False,False,True,False,False,False,1606.0
0.52,57.0,5.12,5.13,3.2,False,False,False,False,False,False,1607.0
0.53,57.0,5.21,5.25,3.17,True,False,False,False,False,False,1607.0
0.53,57.0,5.7,5.18,3.23,True,False,True,False,False,False,1607.0
0.53,55.0,5.18,5.22,3.21,True,False,False,False,False,False,1607.0
0.53,57.0,5.19,5.22,3.22,False,False,False,False,False,False,1607.0
0.53,55.0,5.12,5.15,3.27,False,False,True,False,False,False,1607.0
0.53,62.0,5.7,5.31,3.08,False,False,True,False,False,False,1607.0
0.53,58.0,5.15,5.17,3.25,False,False,False,False,False,False,1607.0
0.53,55.0,5.17,5.21,3.22,True,False,True,False,False,False,1607.0
0.53,57.0,5.23,5.26,3.2,True,False,True,False,False,False,1607.0
0.53,57.0,5.21,5.24,3.22,True,False,False,False,False,False,1607.0
0.53,56.0,5.1,5.15,3.25,False,False,False,False,False,False,1607.0
0.53,55.0,5.21,5.24,3.21,False,False,True,False,False,False,1607.0
0.53,55.0,5.11,5.14,3.28,False,False,True,False,False,False,1607.0
0.53,59.0,5.17,5.21,3.16,True,False,True,False,False,False,1607.0
0.58,56.0,5.4,5.44,3.3,True,False,False,False,True,False,1607.0
0.59,57.0,5.36,5.39,3.33,True,False,True,False,False,False,1607.0
0.54,55.0,5.18,5.23,3.23,True,False,False,False,False,False,1607.0
0.53,57.0,5.34,5.27,3.21,False,True,False,False,False,False,1607.0
0.53,56.0,5.19,5.13,3.25,False,True,False,True,False,True,1607.0
0.53,56.0,5.22,5.18,3.21,True,False,False,False,False,False,1607.0
0.53,56.0,5.21,5.19,3.23,True,False,False,False,False,False,1607.0
0.53,56.0,5.26,5.21,3.2,True,False,False,False,False,False,1607.0
0.53,56.0,5.16,5.13,3.26,False,False,False,False,False,False,1607.0
0.53,58.0,5.17,5.13,3.21,False,True,False,False,False,False,1607.0
0.53,57.0,5.22,5.18,3.19,True,False,False,False,False,False,1607.0
0.53,56.0,5.7,5.17,3.24,True,False,False,False,False,False,1607.0
0.53,55.0,5.2,5.17,3.24,True,False,False,False,False,False,1607.0
0.53,57.0,5.26,5.19,3.2,False,True,False,False,False,False,1607.0
0.53,57.0,5.27,5.23,3.17,True,False,False,False,False,False,1607.0
0.53,59.0,5.16,5.13,3.21,False,True,False,False,False,False,1607.0
0.53,56.0,5.19,5.18,3.24,False,True,False,False,False,False,1607.0
0.53,56.0,5.21,5.18,3.21,True,False,False,False,False,False,1607.0
0.53,58.0,5.21,5.18,3.22,False,True,False,False,False,False,1607.0
0.53,58.0,5.18,5.11,3.22,False,True,False,False,False,False,1607.0
0.53,56.0,5.22,5.19,3.22,False,True,True,False,False,False,1607.0
0.53,56.0,5.23,5.19,3.21,True,False,True,False,False,False,1607.0
0.53,57.0,5.27,5.23,3.18,True,False,True,False,False,False,1607.0
0.53,55.0,5.21,5.17,3.22,True,False,True,False,False,False,1607.0
0.53,56.0,5.21,5.17,3.21,True,False,True,False,False,False,1607.0
0.53,56.0,5.19,5.17,3.21,True,False,True,False,False,False,1607.0
0.53,60.0,5.27,5.24,3.21,False,True,True,False,False,False,1607.0
0.53,56.0,5.24,5.19,3.21,True,False,False,False,False,False,1607.0
0.53,59.0,5.7,5.18,3.16,False,True,False,False,False,False,1607.0
0.53,54.0,5.31,5.3,3.19,True,False,False,False,False,False,1607.0
0.5,58.0,5.14,5.21,3.12,True,False,False,False,False,False,2401.0
0.5,55.0,5.7,5.2,3.13,True,False,False,False,False,False,2401.0
0.57,56.0,5.3,5.35,3.29,True,False,False,False,False,False,1608.0
0.57,55.0,5.26,5.31,3.31,False,False,False,False,False,False,1608.0
0.57,56.0,5.32,5.35,3.3,True,False,True,False,False,False,1608.0
0.57,57.0,5.3,5.32,3.28,True,False,False,False,False,False,1608.0
0.57,56.0,5.3,5.33,3.3,True,False,True,False,False,False,1608.0
0.57,57.0,5.27,5.3,3.28,False,False,False,False,False,False,1608.0
0.57,57.0,5.32,5.36,3.29,True,False,False,False,False,False,1608.0
0.57,59.0,5.37,5.41,3.22,False,True,False,False,False,False,1608.0
0.56,56.0,5.26,5.3,3.31,True,False,True,False,False,False,1608.0
0.56,56.0,5.24,5.28,3.29,True,False,False,False,False,False,1608.0
0.56,55.0,5.28,5.32,3.3,True,False,False,False,False,False,1608.0
0.57,58.0,5.28,5.34,3.26,False,True,True,False,False,False,2401.0
0.57,58.0,5.25,5.32,3.28,False,True,False,True,False,True,1608.0
0.57,56.0,5.31,5.35,3.29,True,False,False,True,False,True,1608.0
0.7,57.0,5.34,5.4,3.24,False,False,True,False,False,False,1608.0
0.57,57.0,5.28,5.33,3.28,True,False,True,False,False,False,1608.0
0.57,57.0,5.23,5.28,3.3,False,False,False,False,False,False,1608.0
0.58,57.0,5.41,5.44,3.27,False,False,True,False,False,False,1608.0
0.41,56.0,4.8,4.82,2.94,True,False,True,False,False,True,1608.0
0.51,54.0,5.13,5.15,3.19,True,False,True,False,False,False,1608.0
0.54,55.0,5.23,5.2,3.22,True,False,True,False,False,False,1609.0
0.24,58.0,4.05,4.08,2.39,False,False,False,False,False,False,521.0
0.24,59.0,4.0,4.02,2.43,False,False,True,False,False,True,521.0
0.33,55.0,4.4,4.44,2.82,False,False,False,False,False,False,521.0
0.33,60.0,4.48,4.52,2.72,False,True,False,False,False,False,521.0
0.28,54.0,4.16,4.19,2.61,False,False,False,False,False,False,522.0
0.28,55.0,4.21,4.23,2.62,False,False,False,False,False,False,522.0
0.28,57.0,4.21,4.24,2.59,False,False,False,False,False,False,522.0
0.28,56.0,4.16,4.19,2.6,False,False,False,False,False,False,522.0
0.28,56.0,4.25,4.27,2.6,False,False,False,False,False,False,522.0
0.28,53.0,4.18,4.21,2.62,False,False,False,False,False,False,522.0
0.28,57.0,4.21,4.24,2.62,True,False,False,False,False,False,522.0
0.28,55.0,4.16,4.2,2.62,True,False,False,False,False,True,522.0
0.35,54.0,4.46,4.48,2.85,False,False,False,False,False,False,522.0
0.35,56.0,4.54,4.56,2.79,True,False,False,False,False,False,522.0
0.29,58.0,4.19,4.23,2.61,False,False,False,False,False,True,522.0
0.35,55.0,4.45,4.49,2.83,False,False,False,False,True,False,522.0
0.35,60.0,4.57,4.59,2.76,False,True,False,False,False,False,522.0
0.35,56.0,4.52,4.55,2.82,True,False,False,False,True,False,522.0
0.35,57.0,4.53,4.57,2.81,True,False,False,False,True,False,522.0
0.35,58.0,5.7,4.57,2.76,False,True,False,False,True,False,522.0
0.35,58.0,4.48,4.54,2.81,False,True,False,False,True,False,522.0
0.35,56.0,4.46,4.5,2.84,False,False,False,False,False,False,522.0
0.35,55.0,5.7,4.54,2.83,True,False,False,False,True,False,522.0
0.24,56.0,4.02,4.05,2.48,True,False,False,True,False,False,523.0
0.36,55.0,4.58,5.71,2.84,True,False,False,True,False,False,523.0
0.36,55.0,4.6,5.71,2.85,True,False,False,True,False,False,523.0
0.36,55.0,4.6,4.63,2.85,True,False,False,True,False,False,523.0
0.32,55.0,4.41,4.44,2.72,True,False,False,False,False,False,523.0
0.32,56.0,4.42,4.45,2.72,True,False,False,False,False,False,523.0
0.32,54.0,4.41,4.43,2.74,True,False,False,False,False,False,523.0
0.55,57.0,5.19,5.23,3.26,False,False,False,False,False,False,1609.0
0.7,56.0,5.57,5.63,3.56,False,False,False,False,True,False,1609.0
0.49,55.0,5.11,5.13,3.14,True,False,True,False,False,False,1609.0
0.66,58.0,5.53,5.56,3.46,True,False,False,False,False,False,1609.0
0.55,56.0,5.21,5.25,3.27,True,False,True,False,False,False,1609.0
0.55,58.0,5.24,5.28,3.25,True,False,True,False,False,False,1609.0
0.71,57.0,5.7,5.65,3.55,True,False,False,False,False,False,1609.0
0.71,59.0,5.75,5.71,3.48,False,True,False,False,True,False,1609.0
0.72,59.0,5.64,5.58,3.58,False,False,False,False,True,False,1609.0
0.53,55.0,5.24,5.29,3.19,False,False,False,False,False,False,1610.0
0.53,55.0,5.26,5.3,3.18,True,False,False,False,False,False,1610.0
0.5,58.0,5.08,5.07,3.16,False,True,False,False,False,False,1610.0
0.5,59.0,5.08,5.04,3.09,False,True,False,False,False,False,1610.0
0.5,58.0,5.06,5.03,3.17,False,True,False,False,False,False,1610.0
0.5,57.0,5.08,5.03,3.14,True,False,False,False,False,False,1610.0
0.73,57.0,5.76,5.67,3.63,False,False,False,True,True,False,1610.0
0.73,56.0,5.76,5.67,3.5,False,True,False,False,True,False,1610.0
0.51,57.0,5.19,5.22,3.12,True,False,False,False,False,False,1611.0
0.55,56.0,5.28,5.33,3.25,True,False,False,False,False,False,1611.0
0.53,60.0,5.21,5.28,3.15,False,False,False,False,False,False,1612.0
0.5,57.0,5.07,5.11,3.13,True,False,False,False,False,False,1612.0
0.51,56.0,5.15,5.18,3.17,False,False,True,False,False,False,1612.0
0.51,56.0,5.11,5.14,3.22,False,False,True,False,False,False,1612.0
0.57,57.0,5.35,5.39,3.29,True,False,False,False,False,False,1612.0
0.56,56.0,5.29,5.33,3.27,True,False,False,False,False,False,1612.0
0.65,58.0,5.54,5.51,3.42,False,True,False,False,False,False,1612.0
